OID_,___1,disblty,dscnnct,immgrnt,poverty,veterns,crtkrs_p,FI,pp_v_18,pp_v_16,crtkrs_c,z_dsblt,z_dscnn,z_mmgrn,z_pvrty,z_vtrns,z_crtkr,z_FI,UTsum,UTindex,Cns_T_N,Mncplty,NAME_y,area,ar_nm_1,are_nmb,comarea,comar_d,Cmmnt_A,perimtr,shape_r,shap_ln,Gegrphy,area_UT,UT_clss,STATEFP,PLACEFP,PLACENS,GEOID,NAME,NAMELSA,LSAD,CLASSFP,PCICBSA,PCINECT,MTFCC,FUNCSTA,ALAND,AWATER,INTPTLA,INTPTLO,Name2,Shp_Lng,Shap_Ar,layer,path
10,11.000000000000000,177.000000000000000,125.727999999999994,25.880605044664001,205.000000000000000,42.000000000000000,24.800184000000002,332.720242023912022,2367.000000000000000,2639.666730999999800,58702.035528000000340,1.036874736147550,0.331527817468368,-1.073705827246640,0.116533121289582,1.351563880746900,0.794550158770907,2.935709401359290,59610.364375099998142,0.803493789507041,"Census Tract 4902, Cook County, Illinois",Chicago,"Census Tract 4902, Cook County, Illinois",0.000000000000000,49.000000000000000,49.000000000000000,0.000000000000000,0.000000000000000,ROSELAND,0.000000000000000,134313706.729999989271164,56632.795429199999489,Roseland,0.929646241066427,Average, , , , , , , , , , , , ,0.000000000000000,0.000000000000000, , ,ROSELAND,0.172758075690000,0.001349794790000,geographies,/Users/milesshapey/Library/CloudStorage/Box-Box/EDA Center (Voorhees Team Folder)/Ecosystem/04_Output/01_Internal/Mapping Layers/geographies (2)/geographies.shx|layername=geographies
11,12.000000000000000,322.000000000000000,262.346000000000004,0.638901908231732,273.000000000000000,55.000000000000000,12.678943200000001,502.524235418455987,3575.000000000000000,4032.000067999999828,45327.221940000003087,1.479257356892070,0.812305746805958,-1.280257268537320,-0.016337075095027,1.094371887237380,-0.163477479416695,2.935709401359290,46742.731077299999015,-0.111041358600570,"Census Tract 4403, Cook County, Illinois",Chicago,"Census Tract 4403, Cook County, Illinois",0.000000000000000,44.000000000000000,44.000000000000000,0.000000000000000,0.000000000000000,CHATHAM,0.000000000000000,82320670.311199992895126,42006.945009399998526,Chatham,0.746793169508350,Low, , , , , , , , , , , , ,0.000000000000000,0.000000000000000, , ,CHATHAM,0.136122701050000,0.000827712270000,geographies,/Users/milesshapey/Library/CloudStorage/Box-Box/EDA Center (Voorhees Team Folder)/Ecosystem/04_Output/01_Internal/Mapping Layers/geographies (2)/geographies.shx|layername=geographies
12,13.000000000000000,74.000000000000000,-74.397999999999996,318.863420142226005,131.000000000000000,16.000000000000000,1.971200000000000,13.637658850437100,4797.000000000000000,4805.000000000000000,9455.846400000000358,-0.680147857639341,-1.408789521485060,0.137337978368849,-0.652612790038322,-0.219099311491250,-1.009786376127610,-0.559404889115602,9934.949478989999989,-0.960924812785959,"Census Tract 608, Cook County, Illinois",Chicago,"Census Tract 608, Cook County, Illinois",0.000000000000000,6.000000000000000,6.000000000000000,0.000000000000000,0.000000000000000,LAKE VIEW,0.000000000000000,87214799.272799998521805,51973.096867699998256,Lake View,-0.899742063077177,Very Low, , , , , , , , , , , , ,0.000000000000000,0.000000000000000, , ,LAKE VIEW,0.166672435690000,0.000879688870000,geographies,/Users/milesshapey/Library/CloudStorage/Box-Box/EDA Center (Voorhees Team Folder)/Ecosystem/04_Output/01_Internal/Mapping Layers/geographies (2)/geographies.shx|layername=geographies
13,14.000000000000000,56.000000000000000,118.519999999999996,312.853265570674978,134.000000000000000,21.000000000000000,4.292536500000000,39.134152567627801,5561.000000000000000,5799.333397999999761,23870.795476499999495,-0.835099558666961,-0.418312219578352,-0.128491208279934,-0.694279160521820,-0.171039277827968,-0.826314686947601,-0.452962879171365,24552.302894600001309,-0.813597134309512,"Census Tract 402.01, Cook County, Illinois",Chicago,"Census Tract 402.01, Cook County, Illinois",0.000000000000000,4.000000000000000,4.000000000000000,0.000000000000000,0.000000000000000,LINCOLN SQUARE,0.000000000000000,71352328.239899992942810,36624.603084800000943,Lincoln Square,-0.725265622991669,Very Low, , , , , , , , , , , , ,0.000000000000000,0.000000000000000, , ,LINCOLN SQUARE,0.115668557450000,0.000720042150000,geographies,/Users/milesshapey/Library/CloudStorage/Box-Box/EDA Center (Voorhees Team Folder)/Ecosystem/04_Output/01_Internal/Mapping Layers/geographies (2)/geographies.shx|layername=geographies
14,15.000000000000000,338.000000000000000,382.374000000000024,461.442340137661972,500.000000000000000,0.000000000000000,19.188113999999999,108.642484114615002,4088.000000000000000,4533.666825999999674,78441.010032000005594,1.265499561234200,1.343801508882450,0.895800309752237,0.579608361983825,-0.582689954737931,0.350988459423800,0.042886440253275,80231.468856299994513,0.363713726724112,"Census Tract 7003.01, Cook County, Illinois",Chicago,"Census Tract 7003.01, Cook County, Illinois",0.000000000000000,70.000000000000000,70.000000000000000,0.000000000000000,0.000000000000000,ASHBURN,0.000000000000000,135460337.208000004291534,54818.154631700002938,Ashburn,0.254063481129850,Average, , , , , , , , , , , , ,0.000000000000000,0.000000000000000, , ,ASHBURN,0.183963910980000,0.001362161920000,geographies,/Users/milesshapey/Library/CloudStorage/Box-Box/EDA Center (Voorhees Team Folder)/Ecosystem/04_Output/01_Internal/Mapping Layers/geographies (2)/geographies.shx|layername=geographies
15,16.000000000000000,76.000000000000000,337.529999999999973,188.967234777170006,231.000000000000000,0.000000000000000,18.275300999999999,34.094117492519899,2874.000000000000000,2838.333453000000191,52523.215073999999731,-0.361411726942827,2.297248893693930,0.141964776333861,0.035703216565073,-0.582689954737931,0.278842373315442,-0.330497231560515,53390.806426299997838,0.288765580218862,"Census Tract 8801.11, Will County, Illinois",Bolingbrook, ,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000,0.000000000000000,Bolingbrook,-0.290815851545068,Average, , , , ,Bolingbrook, , , , , , , ,0.000000000000000,0.000000000000000, , ,Bolingbrook,0.696845547500000,0.007037464560000,geographies,/Users/milesshapey/Library/CloudStorage/Box-Box/EDA Center (Voorhees Team Folder)/Ecosystem/04_Output/01_Internal/Mapping Layers/geographies (2)/geographies.shx|layername=geographies
16,17.000000000000000,97.000000000000000,-32.393999999999998,648.667227758372974,219.000000000000000,0.000000000000000,11.236245400000000,52.276471108172501,3836.000000000000000,4245.333437000000231,43102.237354400000186,-0.394889663083020,-1.192249562299360,1.988169262320720,-0.266320023227775,-0.582689954737931,-0.277504119820741,-0.285707679645398,44086.787053300002299,-0.243708633654730,"Census Tract 1511, Cook County, Illinois",Chicago,"Census Tract 1511, Cook County, Illinois",0.000000000000000,15.000000000000000,15.000000000000000,0.000000000000000,0.000000000000000,PORTAGE PARK,0.000000000000000,110196097.138999998569489,46520.642137700000603,Portage Park,-0.288014009980461,Low, , , , , , , , , , , , ,0.000000000000000,0.000000000000000, , ,PORTAGE PARK,0.151084316700000,0.001111682450000,geographies,/Users/milesshapey/Library/CloudStorage/Box-Box/EDA Center (Voorhees Team Folder)/Ecosystem/04_Output/01_Internal/Mapping Layers/geographies (2)/geographies.shx|layername=geographies
17,18.000000000000000,75.000000000000000,-29.196000000000002,29.418737990097402,36.000000000000000,0.000000000000000,4.804380000000000,4.636301408932750,2750.000000000000000,2860.666741999999886,13212.045000000000073,-0.337436469268605,-1.263267660089970,-1.063440879414660,-0.837027737101208,-0.582689954737931,-0.785860064560536,-0.588767721111280,13327.904039400000329,-0.782973201950548,"Census Tract 8835.21, Will County, Illinois",Mokena, ,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000,0.000000000000000,Mokena,-0.536543109869769,Very Low, , , , ,Mokena, , , , , , , ,0.000000000000000,0.000000000000000, , ,Mokena,0.962308267960000,0.002429119840000,geographies,/Users/milesshapey/Library/CloudStorage/Box-Box/EDA Center (Voorhees Team Folder)/Ecosystem/04_Output/01_Internal/Mapping Layers/geographies (2)/geographies.shx|layername=geographies
18,19.000000000000000,142.000000000000000,181.105999999999995,10.141481426057700,291.000000000000000,22.000000000000000,33.951036600000002,93.077250395361105,1624.000000000000000,1597.000043000000005,55136.483438399998704,1.403129101776480,2.145190467167740,-1.147670140229800,1.317354954305410,0.894033218922598,1.517806948107270,0.822939996803187,55875.808170199998131,1.516618167477680,"Census Tract 8415, Cook County, Illinois",Chicago,"Census Tract 8415, Cook County, Illinois",0.000000000000000,29.000000000000000,29.000000000000000,0.000000000000000,0.000000000000000,NORTH LAWNDALE,0.000000000000000,89487422.024200007319450,44959.459662699999171,North Lawndale,0.973545746398563,High, , , , , , , , , , , , ,0.000000000000000,0.000000000000000, , ,NORTH LAWNDALE,0.148975854890000,0.000901453980000,geographies,/Users/milesshapey/Library/CloudStorage/Box-Box/EDA Center (Voorhees Team Folder)/Ecosystem/04_Output/01_Internal/Mapping Layers/geographies (2)/geographies.shx|layername=geographies
19,20.000000000000000,106.000000000000000,168.277999999999992,114.167569078813997,115.000000000000000,0.000000000000000,9.014324800000001,132.688146103627986,2362.000000000000000,2291.000018000000182,21291.835177600001771,0.171853383104277,1.043538332346180,-0.216570632456447,-0.375314856219661,-0.582689954737931,-0.453118265251989,0.794075431289512,21927.968892799999594,-0.429425115381645,"Census Tract 4203, Cook County, Illinois",Chicago,"Census Tract 4203, Cook County, Illinois",0.000000000000000,42.000000000000000,42.000000000000000,0.000000000000000,0.000000000000000,WOODLAWN,0.000000000000000,57815179.512000001966953,46936.959244300000137,Woodlawn,0.533328766440285,Very Low, , , , , , , , , , , , ,0.000000000000000,0.000000000000000, , ,WOODLAWN,0.156385006320000,0.000581658300000,geographies,/Users/milesshapey/Library/CloudStorage/Box-Box/EDA Center (Voorhees Team Folder)/Ecosystem/04_Output/01_Internal/Mapping Layers/geographies (2)/geographies.shx|layername=geographies
20,21.000000000000000,18.000000000000000,39.396000000000001,39.961419643392198,103.000000000000000,14.000000000000000,2.569921200000000,10.493031955369901,1601.000000000000000,1631.666680000000042,4114.443841199999952,-0.801169789661836,-0.316072018894523,-0.759218968133632,-0.172359451411005,0.370543197165589,-0.962465192873102,-0.465225492559655,4339.294292800000221,-0.929798316245522,"Census Tract 2413, Cook County, Illinois",Chicago,"Census Tract 2413, Cook County, Illinois",0.000000000000000,24.000000000000000,24.000000000000000,0.000000000000000,0.000000000000000,WEST TOWN,0.000000000000000,127562904.597000002861023,55203.718695600000501,West Town,-0.903318438080152,Very Low, , , , , , , , , , , , ,0.000000000000000,0.000000000000000, , ,WEST TOWN,0.185402312470000,0.001285810020000,geographies,/Users/milesshapey/Library/CloudStorage/Box-Box/EDA Center (Voorhees Team Folder)/Ecosystem/04_Output/01_Internal/Mapping Layers/geographies (2)/geographies.shx|layername=geographies
21,22.000000000000000,184.000000000000000,92.799999999999997,185.936571357913010,313.000000000000000,36.000000000000000,16.068780000000000,213.621750633267993,2568.000000000000000,2677.000014000000192,41264.627039999999397,0.946408903027019,-0.025961733009964,0.203639614277011,0.574102792942909,0.945473873230228,0.104445367503846,1.479526324831940,42289.985361999999441,0.119396669711101,"Census Tract 8175, Cook County, Illinois",Maywood, ,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000,0.000000000000000,Maywood,0.205312195676221,Low, , , , ,Maywood, , , , , , , ,0.000000000000000,0.000000000000000, , ,Maywood,0.160487141850000,0.000763376380000,geographies,/Users/milesshapey/Library/CloudStorage/Box-Box/EDA Center (Voorhees Team Folder)/Ecosystem/04_Output/01_Internal/Mapping Layers/geographies (2)/geographies.shx|layername=geographies
22,23.000000000000000,140.000000000000000,103.286000000000001,307.038893221561977,430.000000000000000,0.000000000000000,11.919767400000000,4.903265094518560,5248.000000000000000,5528.000006999999641,62554.939315199997509,-0.354675520969264,-0.466641121341059,-0.094314361970375,0.055939986159328,-0.582689954737931,-0.223480527837545,-0.607842101487751,63540.167473499997868,-0.221679417588834,"Census Tract 813, Cook County, Illinois",Chicago,"Census Tract 813, Cook County, Illinois",0.000000000000000,8.000000000000000,8.000000000000000,0.000000000000000,0.000000000000000,NEAR NORTH SIDE,0.000000000000000,76675895.972800001502037,57293.164951600003405,Near North Side,-0.756340227274976,Low, , , , , , , , , , , , ,0.000000000000000,0.000000000000000, , ,NEAR NORTH SIDE,0.192774719260000,0.000772851750000,geographies,/Users/milesshapey/Library/CloudStorage/Box-Box/EDA Center (Voorhees Team Folder)/Ecosystem/04_Output/01_Internal/Mapping Layers/geographies (2)/geographies.shx|layername=geographies
23,24.000000000000000,125.000000000000000,0.000000000000000,0.000000000000000,246.000000000000000,0.000000000000000,12.680650200000001,54.799614367174200,1520.000000000000000,1370.000000000000000,19274.588304000000790,1.252649770704850,-0.981843858235950,-1.283650338806360,1.092377283400170,-0.582689954737931,-0.163342563098690,0.283377386362586,19700.387918399999762,-0.137435144065133,"Census Tract 3812, Cook County, Illinois",Chicago,"Census Tract 3812, Cook County, Illinois",0.000000000000000,38.000000000000000,38.000000000000000,0.000000000000000,0.000000000000000,GRAND BOULEVARD,0.000000000000000,48492503.155400000512600,28196.837157300000399,Grand Boulevard,0.000000000000000,Low, , , , , , , , , , , , ,0.000000000000000,0.000000000000000, , ,GRAND BOULEVARD,0.088848764540000,0.000488124490000,geographies,/Users/milesshapey/Library/CloudStorage/Box-Box/EDA Center (Voorhees Team Folder)/Ecosystem/04_Output/01_Internal/Mapping Layers/geographies (2)/geographies.shx|layername=geographies
24,25.000000000000000,40.000000000000000,58.787999999999997,318.048162262055996,36.000000000000000,0.000000000000000,6.487600000000000,4.560862030195950,3843.000000000000000,4090.000081000000137,24931.846799999999348,-0.825309696462390,-0.585501849065062,0.381482068171758,-0.885320552174171,-0.582689954737931,-0.652823248630757,-0.601434557749843,25389.243824299999687,-0.640302922552805,"Census Tract 8644.10, Lake County, Illinois",Lake Zurich, ,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000,0.000000000000000,Lake Zurich,-0.468848531485903,Very Low, , , , ,Lake Zurich, , , , , , , ,0.000000000000000,0.000000000000000, , ,Lake Zurich,0.349129472930000,0.002070293510000,geographies,/Users/milesshapey/Library/CloudStorage/Box-Box/EDA Center (Voorhees Team Folder)/Ecosystem/04_Output/01_Internal/Mapping Layers/geographies (2)/geographies.shx|layername=geographies
25,26.000000000000000,104.000000000000000,319.500000000000000,658.759090955789020,508.000000000000000,21.000000000000000,30.574800000000000,65.863405806343394,4024.000000000000000,4486.666779999999562,123032.995200000004843,-0.378741967226670,0.981750538202551,1.860345805303360,0.630626570903882,-0.013805905459526,1.250959021460970,-0.216177933405377,124710.117696999994223,1.248614532338190,"Census Tract 6304, Cook County, Illinois",Chicago,"Census Tract 6304, Cook County, Illinois",0.000000000000000,63.000000000000000,63.000000000000000,0.000000000000000,0.000000000000000,GAGE PARK,0.000000000000000,61284896.113200001418591,32294.195910700000240,Gage Park,0.807616313908243,High, , , , , , , , , , , , ,0.000000000000000,0.000000000000000, , ,GAGE PARK,0.106050755980000,0.000616737410000,geographies,/Users/milesshapey/Library/CloudStorage/Box-Box/EDA Center (Voorhees Team Folder)/Ecosystem/04_Output/01_Internal/Mapping Layers/geographies (2)/geographies.shx|layername=geographies
26,27.000000000000000,305.000000000000000,260.790000000000020,129.857274136005998,312.000000000000000,54.000000000000000,21.342439800000001,372.831325818181995,3739.000000000000000,4089.666708000000199,79799.382412199993269,1.233433932031490,0.776515980919398,-0.603730731468327,0.075510101297748,0.991658016733946,0.521260108351079,1.898974304325750,81233.861012199995457,0.527878967036105,"Census Tract 7112, Cook County, Illinois",Chicago,"Census Tract 7112, Cook County, Illinois",0.000000000000000,71.000000000000000,71.000000000000000,0.000000000000000,0.000000000000000,AUBURN GRESHAM,0.000000000000000,105065353.601999998092651,46757.721716100000776,Auburn Gresham,1.161896270076260,Average, , , , , , , , , , , , ,0.000000000000000,0.000000000000000, , ,AUBURN GRESHAM,0.150175900630000,0.001056478990000,geographies,/Users/milesshapey/Library/CloudStorage/Box-Box/EDA Center (Voorhees Team Folder)/Ecosystem/04_Output/01_Internal/Mapping Layers/geographies (2)/geographies.shx|layername=geographies
27,28.000000000000000,188.000000000000000,119.486000000000004,503.395813405262004,216.000000000000000,0.000000000000000,7.756980000000000,17.442697070572599,3868.000000000000000,4107.333386999999675,30003.998640000001615,0.279665280342291,-0.179682375086461,1.340742495082740,-0.282506228571695,-0.582689954737931,-0.552495143329641,-0.517111973890343,31048.323150500000338,-0.513427824149483,"Census Tract 1105.01, Cook County, Illinois",Chicago,"Census Tract 1105.01, Cook County, Illinois",0.000000000000000,11.000000000000000,11.000000000000000,0.000000000000000,0.000000000000000,JEFFERSON PARK,0.000000000000000,64868161.681800000369549,44011.957170399997267,Jefferson Park,-0.285350459032661,Very Low, , , , , , , , , , , , ,0.000000000000000,0.000000000000000, , ,JEFFERSON PARK,0.141338880940000,0.000654656260000,geographies,/Users/milesshapey/Library/CloudStorage/Box-Box/EDA Center (Voorhees Team Folder)/Ecosystem/04_Output/01_Internal/Mapping Layers/geographies (2)/geographies.shx|layername=geographies
28,29.000000000000000,150.000000000000000,344.435999999999979,639.304619480805968,346.000000000000000,0.000000000000000,8.185650000000001,42.144762170650800,6129.000000000000000,6245.333442000000105,50169.848850000002130,-0.418407754871548,0.538905508177224,0.908303537153902,-0.274592607266983,-0.582689954737931,-0.518614312609582,-0.457047794774771,51691.734231700000237,-0.491945827010913,"Census Tract 8311, Cook County, Illinois",Chicago,"Census Tract 8311, Cook County, Illinois",0.000000000000000,21.000000000000000,21.000000000000000,0.000000000000000,0.000000000000000,AVONDALE,0.000000000000000,55290595.472999997437000,34261.933403800001543,Avondale,-0.630137481631451,Very Low, , , , , , , , , , , , ,0.000000000000000,0.000000000000000, , ,AVONDALE,0.116782704630000,0.000557645420000,geographies,/Users/milesshapey/Library/CloudStorage/Box-Box/EDA Center (Voorhees Team Folder)/Ecosystem/04_Output/01_Internal/Mapping Layers/geographies (2)/geographies.shx|layername=geographies
